LAPORAN HISTORIS PENGGUNAAN UTILITAS (LISTRIK DAN AIR)
Kawasan Industri Tunas Batam Centre
Periode Billing: Juni 2023 s/d Mei 2026

trx_id,tanggal,tenant_id,properti_id,pemakaian_listrik,pemakaian_air,service_charge_base
1248,2024-01-25,93,172,"-43.594,94","2.674,23","Rp. 10.000.000,00"
1249,2024-01-22,94,78,"Rp. 12.532,01",1670.08,5000000
1250,23/01/2024,95,85,"-25.765,76","2.960,21",5000000
1251,2024-01-21,96,39,"17.044,96",2919.15,10000000
1252,2024-01-24,97,325,"822,55","112,19","Rp. 3.500.000,00"
1253,2024-01-22,98,158,"Rp. 40.730,05",2148.18,"Rp. 5.000.000,00"
1253,23/01/2024,99,288,1052.63,"110,15","Rp. 1.500.000,00"
1255,2024-01-24,100,14,"Rp. 12.497,50","2.017,84","Rp. 5.000.000,00"
1256,2024-01-21,101,202,"43.509,83","2.194,43","Rp. 10.000.000,00"
1257,2024-01-21,102,293,"Rp. 1.556,75","37,03","Rp. 1.500.000,00"
1258,2024-01-24,103,319,"1.982,70","131,55","Rp. 3.500.000,00"
1259,2024-01-23,104,236,"Rp. 18.501,35",1428.98,"Rp. 5.000.000,00"
1260,2024-01-23,105,65,"-24.671,05","761,35",5000000
1261,2024-01-24,106,34,"31.443,94","1.771,79","Rp. 7.500.000,00"
1261,2024-01-25,107,1,11971.2,"2.065,52","Rp. 5.000.000,00"
1263,2024-01-21,108,252,1497.61,97.02,"Rp. 1.500.000,00"
1264,2024-01-24,109,181,"7.844,83",2667.19,"Rp. 7.500.000,00"
1265,2024-01-20,110,169,"Rp. 21.239,34","1.915,99","Rp. 10.000.000,00"
1266,2024-01-25,111,204,18564.76,1941.94,"Rp. 10.000.000,00"
1266,2024-01-20,112,312,"565,43","98,34","Rp. 3.500.000,00"
1267,2024-01-23,113,38,19078.91,"558,80","Rp. 7.500.000,00"
1269,2024-01-23,114,101,23570.69,1265.43,"Rp. 10.000.000,00"
1270,2024-01-23,115,260,"Rp. 967,93","148,78","Rp. 2.500.000,00"
1271,2024-01-21,116,183,"Rp. 43.515,44","1.603,45","Rp. 5.000.000,00"
1272,2024-01-25,117,83,"9.404,88","1.822,54","Rp. 7.500.000,00"
1273,2024-01-24,118,35,"16.941,48","1.326,02","Rp. 7.500.000,00"
1274,2024-01-23,119,123,"Rp. 29.298,44","2.584,46","Rp. 7.500.000,00"
1275,2024-01-20,120,225,33918.0,"2.308,87","Rp. 5.000.000,00"
1276,2024-01-23,121,228,35409.95,"1.613,86","Rp. 5.000.000,00"
1277,2024-01-25,122,120,"Rp. 220.708,50","1.964,01",5000000
1278,2024-01-23,123,129,"Rp. 9.265,44","2.446,96","Rp. 5.000.000,00"
1279,2024-01-20,124,217,"27.215,09","1.575,61","Rp. 5.000.000,00"
1280,2024-01-23,125,213,"Rp. 26.681,59","1.427,47","Rp. 5.000.000,00"
1281,2024-01-25,126,304,"Rp. 394,01","59,16","Rp. 3.500.000,00"
1282,2024-01-21,127,246,"33.313,86","852,17","Rp. 7.500.000,00"
1283,2024-01-22,128,307,"743,78","129,39","Rp. 1.500.000,00"
1284,2024-01-21,129,33,"35.155,67",Rusak,"Rp. 5.000.000,00"
1285,2024-01-21,130,132,"14.188,87",1048.65,"Rp. 7.500.000,00"
1286,2024-01-22,131,173,"Rp. 29.386,90",1368.43,"Rp. 7.500.000,00"
1287,2024-01-25,132,113,"Rp. 11.825,09","572,61","Rp. 7.500.000,00"
1288,2024-01-23,133,49,"Rp. 16.706,96",2702.7,"Rp. 5.000.000,00"
1289,2024-01-22,134,221,"15.418,00","764,68","Rp. 10.000.000,00"
1290,2024-01-21,135,147,"42.245,36","949,70",7500000
1291,2024-01-21,136,327,1073.84,"101,54","Rp. 2.500.000,00"
1292,2024-01-21,137,77,"44.300,81","1.882,00","Rp. 10.000.000,00"
1293,2024-01-23,138,283,"834,54","96,41","Rp. 3.500.000,00"
1294,2024-01-23,139,220,"14.990,93","1.893,89","Rp. 5.000.000,00"
1295,2024-01-24,140,211,"Rp. -12.694,31","988,25",10000000
1296,2024-01-24,141,272,"249.676,41","55,23","Rp. 1.500.000,00"
1297,2024-01-22,142,324,"526,99","75,53","Rp. 3.500.000,00"
1298,2024-01-23,143,239,"Rp. 5.701,47","701,38","Rp. 7.500.000,00"
1299,21/01/2024,144,240,"11.065,39","1.294,37","Rp. 10.000.000,00"
1300,2024-01-21,145,141,"Rp. 367.529,27","1.338,06","Rp. 7.500.000,00"
1301,2024-01-24,146,20,"Rp. 11.281,36","2.547,31","Rp. 5.000.000,00"
1302,2024-01-20,147,149,"24.980,14","1.503,66",5000000
1303,2024-01-25,148,111,"12.106,45","2.820,17","Rp. 7.500.000,00"
1303,2024-01-25,149,290,"Rp. 1.541,64","97,45","Rp. 3.500.000,00"
1305,2024-01-23,150,226,16372.88,"2.029,34","Rp. 10.000.000,00"
1306,2024-01-23,118,188,"Rp. 22.860,54","2.563,46","Rp. 7.500.000,00"
1307,2024-01-20,145,178,"5.837,47","2.220,47","Rp. 5.000.000,00"
1308,2024-01-25,26,133,"12.178,42",,10000000
1309,2024-01-24,19,66,"Rp. 35.692,25","656,12","Rp. 7.500.000,00"
1310,2024-01-24,138,274,"893,66","122,65","Rp. 1.500.000,00"
1311,2024-01-21,55,209,"Rp. 36.078,86","502,05",5000000
1312,25/01/2024,130,216,"12.473,40",2342.93,"Rp. 10.000.000,00"
1313,2024-01-24,68,182,35220.71,"2.308,38","Rp. 10.000.000,00"
1314,2024-01-20,34,145,"21.390,06","1.651,61","Rp. 10.000.000,00"
1315,2024-01-21,90,110,"37.876,35","876,69","Rp. 7.500.000,00"
1316,2024-01-23,18,135,"25.289,19",1913.76,"Rp. 5.000.000,00"
1317,2024-01-22,63,273,"Rp. 1.055,32","119,43","Rp. 2.500.000,00"
1318,2024-01-23,95,64,24921.22,1897.87,10000000
1319,2024-01-21,73,291,"Rp. 1.710,01","87,47","Rp. 3.500.000,00"
1320,20/01/2024,41,243,"25.590,79","1.486,25","Rp. 5.000.000,00"
1321,2024-02-24,1,45,"Rp. 26.774,57","1.176,40","Rp. 7.500.000,00"
1322,2024-02-25,2,99,"Rp. 28.800,18",N/A,"Rp. 10.000.000,00"
1323,2024-02-21,3,185,"Rp. 20.615,09",N/A,"Rp. 5.000.000,00"
1324,20/02/2024,4,124,"Rp. 44.149,92","2.162,42","Rp. 7.500.000,00"
1324,2024-02-23,5,122,30240.94,"1.010,11","Rp. 7.500.000,00"
1326,2024-02-23,6,168,"Rp. 18.717,76","1.554,85","Rp. 7.500.000,00"
1327,2024-02-23,7,270,"1.878,39","119,86","Rp. 1.500.000,00"
1328,2024-02-20,8,10,17142.96,"1.221,43","Rp. 7.500.000,00"
1329,2024-02-20,9,289,"Rp. 717,45",Rusak,1500000
1330,2024-02-22,10,177,"Rp. 36.165,31","1.092,07","Rp. 10.000.000,00"
1331,2024-02-20,11,198,"11.838,77","1.961,14","Rp. 7.500.000,00"
1332,2024-02-23,12,114,"7.089,02","2.629,20","Rp. 5.000.000,00"
1333,2024-02-24,13,4,34272.01,"2.632,94","Rp. 7.500.000,00"
1334,2024-02-21,14,52,"Rp. -18.334,80","1.720,83","Rp. 10.000.000,00"
1335,2024-02-22,15,16,"Rp. 6.497,38","1.686,09",10000000
1336,2024-02-23,16,90,"Rp. 17.538,44","805,57","Rp. 10.000.000,00"
1337,2024-02-21,17,210,12519.66,"1.198,04","Rp. 7.500.000,00"
1338,2024-02-24,18,86,"Rp. 10.462,07","2.011,50","Rp. 7.500.000,00"
1339,2024-02-22,19,116,"14.115,00",542.4,"Rp. 5.000.000,00"
1340,2024-02-25,20,22,"25.583,99",1791.76,10000000
1341,2024-02-25,21,104,"Rp. 35.169,35",816.05,"Rp. 10.000.000,00"
1342,2024-02-21,22,106,-39395.16,2746.78,"Rp. 7.500.000,00"
1343,2024-02-20,23,201,"35.421,98",Tanpa Catatan,7500000
1344,2024-02-25,24,244,Rusak,"2.964,60",10000000
1345,2024-02-25,25,62,"Rp. 38.836,93","2.583,49","Rp. 7.500.000,00"
1346,2024-02-24,26,30,"Rp. 25.183,70","2.377,14","Rp. 10.000.000,00"
1347,2024-02-24,27,127,"14.944,79","2.644,12","Rp. 5.000.000,00"
1348,2024-02-21,28,223,"39.223,41",2292.95,"Rp. 5.000.000,00"
1349,2024-02-23,29,73,"Rp. 21.082,28","2.787,53","Rp. 5.000.000,00"
1350,2024-02-23,30,46,"Rp. 30.314,76","1.229,75","Rp. 10.000.000,00"
1351,2024-02-23,31,322,"Rp. 907,20","108,25","Rp. 1.500.000,00"
1352,2024-02-22,32,175,"Rp. 18.724,62",1123.44,"Rp. 5.000.000,00"
1352,2024-02-21,33,214,"Rp. 13.189,51","1.838,53",10000000
1354,2024-02-24,34,105,"Rp. 13.341,22","835,80","Rp. 10.000.000,00"
1355,2024-02-22,35,297,"Rp. 1.635,12","74,39","Rp. 2.500.000,00"
1356,21/02/2024,36,96,"25.365,90","2.413,15","Rp. 7.500.000,00"
1357,2024-02-24,37,67,"Rp. 43.713,41","2.515,11",10000000
1358,25/02/2024,38,165,"25.290,29","1.013,87",7500000
1359,2024-02-22,39,249,"Rp. 5.498,26","2.782,86","Rp. 7.500.000,00"
1360,2024-02-25,40,200,"38.895,30","2.655,89","Rp. 5.000.000,00"
1361,2024-02-21,41,79,"33.166,18","749,26","Rp. 5.000.000,00"
1362,2024-02-20,42,284,698.69,"143,78","Rp. 1.500.000,00"
1362,2024-02-22,43,80,"Rp. 38.679,28","2.483,63","Rp. 5.000.000,00"
1364,2024-02-21,44,13,318462.14,"2.218,86","Rp. 5.000.000,00"
1365,2024-02-21,45,311,"1.644,66",N/A,"Rp. 1.500.000,00"
1366,2024-02-23,46,197,"-43.212,60","1.907,71","Rp. 5.000.000,00"
1367,2024-02-20,47,150,Meteran Mati,1681.53,"Rp. 5.000.000,00"
1368,2024-02-21,48,28,202734.13,"917,96","Rp. 5.000.000,00"
1368,2024-02-22,49,82,10768.99,2119.86,"Rp. 5.000.000,00"
1370,2024-02-21,50,100,"37.931,71",,"Rp. 7.500.000,00"
1371,2024-02-24,51,235,"488.269,83","1.664,05","Rp. 7.500.000,00"
1372,2024-02-22,52,11,"17.786,77","2.825,35",10000000
1373,2024-02-21,53,134,"22.118,40","2.697,02","Rp. 10.000.000,00"
1374,2024-02-24,54,299,"Rp. 1.383,23","146,93","Rp. 3.500.000,00"
1375,2024-02-23,55,125,35741.4,"2.855,97","Rp. 5.000.000,00"
1376,2024-02-25,56,43,6562.91,"894,30",5000000
1377,2024-02-25,57,224,"42.552,02",Rusak,"Rp. 5.000.000,00"
1378,2024-02-20,58,300,"Rp. -1.016,19","97,19","Rp. 3.500.000,00"
1379,2024-02-24,59,112,"35.118,74","2.069,44","Rp. 5.000.000,00"
1380,2024-02-24,60,121,"Rp. 18.473,54","1.858,32","Rp. 5.000.000,00"
1381,2024-02-22,61,154,"Rp. 32.371,88","1.122,60","Rp. 5.000.000,00"
1382,2024-02-21,62,253,793.51,"38,40","Rp. 3.500.000,00"
1383,2024-02-20,63,326,940.01,"78,04","Rp. 2.500.000,00"
1384,2024-02-22,64,131,15679.86,"2.109,91","Rp. 5.000.000,00"
1385,2024-02-21,65,5,-10971.67,"2.726,71","Rp. 5.000.000,00"
1386,2024-02-25,66,53,217863.7,"2.826,38","Rp. 7.500.000,00"
1386,2024-02-23,67,313,325.0,,"Rp. 3.500.000,00"
1388,2024-02-25,68,242,"Rp. -13.762,53","1.161,26",7500000
1389,2024-02-25,69,74,N/A,"812,73","Rp. 10.000.000,00"
1390,2024-02-20,70,219,"Rp. -35.156,78",1280.14,"Rp. 10.000.000,00"
1391,2024-02-20,71,6,"Rp. 8.524,50","1.091,49","Rp. 7.500.000,00"
1392,2024-02-23,72,321,"Rp. 937,70","41,98",2500000
1393,2024-02-22,73,271,1877.39,"121,81","Rp. 1.500.000,00"
1394,2024-02-23,74,61,16738.07,"1.667,70","Rp. 5.000.000,00"
1395,2024-02-22,75,136,"43.942,17","813,89",7500000
1396,2024-02-20,76,139,"22.312,95",N/A,10000000
1397,2024-02-24,77,265,381.94,"112,33","Rp. 2.500.000,00"
1397,2024-02-20,78,126,25017.71,"2.660,00",5000000
1399,2024-02-22,79,232,"Rp. 44.718,53",954.36,"Rp. 5.000.000,00"
1400,2024-02-20,80,31,43042.47,"1.559,71","Rp. 5.000.000,00"
1401,2024-02-23,81,205,"27.030,35",1980.57,"Rp. 10.000.000,00"
1402,2024-02-25,82,47,28587.76,"1.666,59",10000000
1403,2024-02-23,83,222,"35.050,23",627.32,"Rp. 10.000.000,00"
1404,2024-02-20,84,3,"Rp. -18.507,89","914,12","Rp. 5.000.000,00"
1405,2024-02-24,85,157,23717.93,"2.863,73","Rp. 5.000.000,00"
1406,24/02/2024,86,160,"Rp. 20.367,89",1702.8,"Rp. 5.000.000,00"
1407,2024-02-21,87,203,"33.911,79",,"Rp. 7.500.000,00"
1407,2024-02-23,88,107,"43.560,35","905,67","Rp. 5.000.000,00"
1409,2024-02-20,89,153,19260.29,1592.33,"Rp. 10.000.000,00"
1410,2024-02-21,90,250,"40.785,96",,7500000
1411,2024-02-20,91,48,"Rp. 32.793,53","2.050,01","Rp. 5.000.000,00"
1412,2024-02-21,92,212,14145.33,"868,40","Rp. 7.500.000,00"
1413,2024-02-23,93,172,Rusak,,5000000
1414,2024-02-21,94,78,"35.748,30","888,67","Rp. 10.000.000,00"
1415,25/02/2024,95,85,"8.054,40","1.622,60","Rp. 7.500.000,00"
1416,21/02/2024,96,39,"31.857,86","1.996,39","Rp. 5.000.000,00"
1417,2024-02-25,97,325,"316,38","33,23","Rp. 2.500.000,00"
1418,2024-02-21,98,158,"13.660,52","1.716,69","Rp. 7.500.000,00"
1419,21/02/2024,99,288,"491,60",42.46,"Rp. 2.500.000,00"
1420,2024-02-21,100,14,"31.108,11","1.443,12","Rp. 5.000.000,00"
1421,2024-02-21,101,202,26160.55,"2.305,09","Rp. 7.500.000,00"
1422,2024-02-24,102,293,802.3,,"Rp. 1.500.000,00"
1423,2024-02-23,103,319,Rusak,"137,62","Rp. 3.500.000,00"
1424,2024-02-23,104,236,"40.273,44","1.749,53","Rp. 7.500.000,00"
1425,2024-02-24,105,65,"10.209,52",2321.61,"Rp. 5.000.000,00"
1425,2024-02-21,106,34,24672.79,"1.557,34","Rp. 5.000.000,00"
1427,2024-02-20,107,1,Rusak,2888.38,5000000
1428,2024-02-20,108,252,"Rp. 1.962,74",Rusak,3500000
1429,2024-02-21,109,181,"12.760,73","2.717,73",5000000
1430,2024-02-22,110,169,39521.02,Rusak,"Rp. 10.000.000,00"
1431,2024-02-21,111,204,"Rp. 11.250,95","1.374,49","Rp. 10.000.000,00"
1432,2024-02-23,112,312,356.61,"136,32",1500000
1433,2024-02-24,113,38,"18.245,11","929,11","Rp. 5.000.000,00"
1434,2024-02-21,114,101,Rusak,"1.546,74",7500000
1435,2024-02-21,115,260,"Rp. 498,63","120,31","Rp. 2.500.000,00"
1436,2024-02-22,116,183,"Rp. 11.932,53","2.893,51",5000000
1437,2024-02-21,117,83,"Rp. 36.848,59","2.207,38","Rp. 5.000.000,00"
1438,2024-02-22,118,35,"Rp. 314.961,45","2.797,84",10000000
1439,2024-02-21,119,123,40188.15,"643,83","Rp. 7.500.000,00"
1440,2024-02-20,120,225,"Rp. 23.391,43",1970.0,"Rp. 7.500.000,00"
1441,2024-02-24,121,228,12232.46,"1.615,85","Rp. 10.000.000,00"
1442,2024-02-22,122,120,"Rp. 20.945,67","1.457,74",5000000
1443,2024-02-22,123,129,"Rp. 15.819,28",Rusak,"Rp. 10.000.000,00"
1444,2024-02-24,124,217,"38.652,65",1793.56,"Rp. 7.500.000,00"
1445,2024-02-23,125,213,37745.54,"2.070,71","Rp. 10.000.000,00"
1446,2024-02-22,126,304,"Rp. 887,97","94,70","Rp. 1.500.000,00"
1447,2024-02-23,127,246,"Rp. 15.997,48",2708.55,"Rp. 7.500.000,00"
1448,2024-02-22,128,307,1619.36,22.34,"Rp. 3.500.000,00"
1449,2024-02-22,129,33,"28.424,09",,"Rp. 5.000.000,00"
1450,2024-02-20,130,132,"27.098,83","971,76","Rp. 7.500.000,00"
1451,2024-02-24,131,173,"29.219,38",,7500000
1452,2024-02-21,132,113,"192.639,73","666,88","Rp. 7.500.000,00"
1453,2024-02-22,133,49,"23.547,21",Tanpa Catatan,"Rp. 10.000.000,00"
1454,2024-02-21,134,221,"41.938,76","2.370,91","Rp. 5.000.000,00"
1455,2024-02-22,135,147,"21.946,37","1.611,73","Rp. 7.500.000,00"
1456,2024-02-23,136,327,"Rp. 367,68","76,59","Rp. 1.500.000,00"
1457,2024-02-23,137,77,24064.35,1550.56,5000000
1458,2024-02-23,138,283,"Rp. -812,33","86,51","Rp. 2.500.000,00"
1459,2024-02-20,139,220,35859.83,"694,42","Rp. 7.500.000,00"
1460,2024-02-22,140,211,"39.965,86","2.431,78","Rp. 7.500.000,00"
1461,2024-02-22,141,272,221.76,"144,45","Rp. 3.500.000,00"
1462,2024-02-24,142,324,"1.286,13","128,58","Rp. 1.500.000,00"
1463,2024-02-25,143,239,13491.15,"628,07","Rp. 10.000.000,00"
1464,2024-02-25,144,240,"Rp. 35.200,73",1510.33,"Rp. 5.000.000,00"
1465,2024-02-22,145,141,"Rp. 38.724,93","527,73","Rp. 10.000.000,00"
1466,2024-02-25,146,20,Meteran Mati,"1.119,95","Rp. 7.500.000,00"
1467,2024-02-25,147,149,"Rp. 41.190,54","1.869,98","Rp. 5.000.000,00"
1468,2024-02-21,148,111,"18.163,87",,"Rp. 7.500.000,00"
1469,2024-02-25,149,290,"1.448,48",,3500000
1470,2024-02-21,150,226,"10.522,01","2.571,09","Rp. 10.000.000,00"
1471,2024-02-24,118,188,Rusak,"674,32","Rp. 5.000.000,00"
1472,2024-02-20,145,178,"Rp. 44.807,85","2.541,00","Rp. 5.000.000,00"
1473,2024-02-22,26,133,"Rp. 37.894,34",1269.9,"Rp. 7.500.000,00"
1474,2024-02-24,19,66,44582.68,"2.003,76","Rp. 5.000.000,00"
1475,2024-02-25,138,274,"Rp. 203,59",53.6,"Rp. 3.500.000,00"
1476,2024-02-22,55,209,N/A,"1.664,77","Rp. 10.000.000,00"
1477,2024-02-20,130,216,"Rp. 26.108,16","2.659,24","Rp. 5.000.000,00"
1478,2024-02-20,68,182,"Rp. 7.175,97","1.997,69",5000000
1479,2024-02-20,34,145,21084.45,"1.821,73",10000000
1480,2024-02-24,90,110,"Rp. 25.653,61","2.149,43","Rp. 7.500.000,00"
1481,2024-02-23,18,135,"Rp. 20.395,14","775,45","Rp. 7.500.000,00"
1481,2024-02-25,63,273,"1.822,44",54.39,"Rp. 2.500.000,00"
1483,2024-02-20,95,64,31476.96,"2.144,37","Rp. 7.500.000,00"
1484,2024-02-21,73,291,"Rp. 1.837,05",94.08,"Rp. 2.500.000,00"
1485,2024-02-20,41,243,"40.655,89","1.270,85","Rp. 7.500.000,00"
1486,2024-03-23,1,45,"39.948,16","2.567,67","Rp. 7.500.000,00"
1487,2024-03-24,2,99,"44.962,51","2.901,83","Rp. 5.000.000,00"
1488,2024-03-23,3,185,"Rp. 43.711,62",2638.3,"Rp. 10.000.000,00"
1489,2024-03-25,4,124,7906.86,1634.26,"Rp. 10.000.000,00"
1490,23/03/2024,5,122,"43.053,97","1.870,40","Rp. 5.000.000,00"
1491,2024-03-24,6,168,"Rp. -9.856,72","1.137,02","Rp. 5.000.000,00"
1492,2024-03-20,7,270,"-1.983,88","72,32","Rp. 1.500.000,00"
1493,2024-03-25,8,10,"Rp. 17.198,39","2.130,16","Rp. 5.000.000,00"
1494,2024-03-25,9,289,"Rp. 1.046,14","24,31","Rp. 3.500.000,00"
1495,2024-03-24,10,177,7224.45,"956,63",7500000
1496,2024-03-25,11,198,"Rp. 41.614,95",,10000000
1497,2024-03-22,12,114,"30.117,90",506.95,"Rp. 10.000.000,00"
1498,2024-03-20,13,4,"Rp. 9.820,64","908,42","Rp. 5.000.000,00"
1499,23/03/2024,14,52,"Rp. 43.827,26","655,27","Rp. 7.500.000,00"
1500,2024-03-23,15,16,"16.930,80","959,62","Rp. 7.500.000,00"
1501,2024-03-25,16,90,"Rp. 35.978,67","1.288,03","Rp. 5.000.000,00"
1502,2024-03-20,17,210,"36.249,95","1.393,20","Rp. 7.500.000,00"
1503,2024-03-21,18,86,"19.160,71","503,64","Rp. 7.500.000,00"
1504,2024-03-22,19,116,Rusak,1495.93,"Rp. 10.000.000,00"
1505,2024-03-25,20,22,"Rp. 16.051,66","545,94","Rp. 5.000.000,00"
1506,2024-03-22,21,104,"Rp. 14.541,90","1.429,37","Rp. 10.000.000,00"
1507,2024-03-22,22,106,"Rp. 41.051,82",1206.21,"Rp. 7.500.000,00"
1508,2024-03-20,23,201,"Rp. 25.125,50","1.768,07","Rp. 5.000.000,00"
1509,2024-03-24,24,244,"Rp. 29.605,35",1852.13,"Rp. 10.000.000,00"
1510,2024-03-20,25,62,"18.540,13","617,61","Rp. 5.000.000,00"
1511,2024-03-21,26,30,"Rp. 29.024,79",1675.96,"Rp. 5.000.000,00"
1512,2024-03-23,27,127,"40.816,00",699.82,"Rp. 5.000.000,00"
1513,2024-03-20,28,223,"21.297,81",,"Rp. 10.000.000,00"
1514,2024-03-20,29,73,"Rp. -24.446,47","1.888,81","Rp. 7.500.000,00"
1514,2024-03-20,30,46,N/A,"1.827,25","Rp. 10.000.000,00"
1516,2024-03-22,31,322,"Rp. -305,66",,"Rp. 3.500.000,00"
1517,2024-03-23,32,175,"Rp. 32.844,55","1.416,67",5000000
1518,2024-03-24,33,214,31463.45,"1.144,47","Rp. 7.500.000,00"
1519,2024-03-23,34,105,27297.52,2076.55,"Rp. 5.000.000,00"
1520,2024-03-24,35,297,"502,17","123,25","Rp. 2.500.000,00"
1521,2024-03-20,36,96,Rusak,1240.83,"Rp. 10.000.000,00"
1522,2024-03-21,37,67,"Rp. 12.961,91","510,92","Rp. 7.500.000,00"
1523,2024-03-23,38,165,"17.088,88","1.022,97","Rp. 10.000.000,00"
1524,2024-03-22,39,249,"17.772,72",1650.59,"Rp. 10.000.000,00"
1525,2024-03-21,40,200,9922.21,"1.087,63","Rp. 7.500.000,00"
1526,2024-03-21,41,79,"Rp. 32.762,60","2.618,91","Rp. 10.000.000,00"
1527,2024-03-21,42,284,"Rp. 458,58","111,84","Rp. 3.500.000,00"
1528,2024-03-24,43,80,37619.09,"2.836,93","Rp. 7.500.000,00"
1529,2024-03-22,44,13,Meteran Mati,"616,84","Rp. 5.000.000,00"
1530,2024-03-22,45,311,N/A,84.3,1500000
1531,2024-03-21,46,197,"Rp. 10.073,51","1.472,51",7500000
1532,2024-03-25,47,150,"Rp. 11.189,02",2433.64,"Rp. 7.500.000,00"
1533,2024-03-22,48,28,"421.062,00",,"Rp. 7.500.000,00"
1534,2024-03-20,49,82,"Rp. 25.136,93",,"Rp. 10.000.000,00"
1535,2024-03-21,50,100,39741.69,"1.683,11","Rp. 7.500.000,00"
1536,2024-03-22,51,235,12636.41,"1.770,89","Rp. 7.500.000,00"
1537,2024-03-24,52,11,"30.827,55",1022.16,"Rp. 10.000.000,00"
1538,2024-03-23,53,134,25243.44,"585,95",10000000
1539,2024-03-22,54,299,"Rp. 429,61","116,89",3500000
1540,2024-03-24,55,125,18577.37,"1.128,69","Rp. 5.000.000,00"
1541,2024-03-21,56,43,"17.167,43","1.744,27","Rp. 5.000.000,00"
1542,2024-03-25,57,224,"Rp. 10.150,71","1.625,63","Rp. 10.000.000,00"
1543,2024-03-24,58,300,"1.235,96","68,11","Rp. 2.500.000,00"
1544,2024-03-23,59,112,"Rp. 348.358,20","2.708,99","Rp. 10.000.000,00"
1545,2024-03-22,60,121,8958.26,1306.63,"Rp. 7.500.000,00"
1546,2024-03-24,61,154,"19.082,60",,"Rp. 5.000.000,00"
1547,2024-03-23,62,253,724.11,"27,47","Rp. 1.500.000,00"
1548,23/03/2024,63,326,"208,89",124.22,1500000
1548,2024-03-24,64,131,"Rp. 14.806,02","984,96","Rp. 10.000.000,00"
1550,2024-03-24,65,5,Meteran Mati,2957.8,"Rp. 7.500.000,00"
1551,2024-03-25,66,53,"Rp. 10.397,18","1.181,84","Rp. 5.000.000,00"
1552,2024-03-21,67,313,"1.978,14","146,58","Rp. 1.500.000,00"
1553,2024-03-21,68,242,22287.86,"921,46","Rp. 10.000.000,00"
1554,2024-03-24,69,74,"16.214,67","2.603,83","Rp. 5.000.000,00"
1555,2024-03-24,70,219,"Rp. 42.944,76","2.140,77","Rp. 5.000.000,00"
1556,2024-03-22,71,6,"Rp. 30.655,51",2684.48,"Rp. 10.000.000,00"
1557,2024-03-21,72,321,878.14,"100,95","Rp. 2.500.000,00"
1558,2024-03-22,73,271,"Rp. 584,55","145,66","Rp. 3.500.000,00"
1559,2024-03-20,74,61,"268.163,39","1.535,80","Rp. 10.000.000,00"
1560,2024-03-23,75,136,"40.356,14",1070.0,"Rp. 10.000.000,00"
1561,2024-03-24,76,139,"40.542,88","1.201,42","Rp. 7.500.000,00"
1562,2024-03-25,77,265,"1.433,88","129,59",3500000
1563,2024-03-24,78,126,21199.48,"1.874,82","Rp. 10.000.000,00"
1564,2024-03-24,79,232,9350.97,"786,29","Rp. 10.000.000,00"
1565,2024-03-20,80,31,20478.66,"2.139,16","Rp. 5.000.000,00"
1566,2024-03-23,81,205,"6.883,01",1965.34,"Rp. 5.000.000,00"
1567,23/03/2024,82,47,"Rp. 29.298,88",1635.3,"Rp. 5.000.000,00"
1568,2024-03-20,83,222,"Rp. 24.473,54","1.090,31","Rp. 5.000.000,00"
1569,2024-03-20,84,3,"30.748,30","1.811,99","Rp. 10.000.000,00"
1570,2024-03-22,85,157,"Rp. 17.342,75","1.708,49","Rp. 5.000.000,00"
1571,2024-03-22,86,160,"Rp. 20.741,76",2835.98,"Rp. 10.000.000,00"
1572,2024-03-22,87,203,30102.52,Rusak,"Rp. 10.000.000,00"
1573,2024-03-25,88,107,"7.655,75","1.044,82","Rp. 5.000.000,00"
1574,2024-03-22,89,153,31501.86,"1.083,80","Rp. 10.000.000,00"
1575,2024-03-20,90,250,"44.837,19","1.066,92","Rp. 5.000.000,00"
1576,2024-03-23,91,48,"41.415,28","1.249,73","Rp. 7.500.000,00"
1577,2024-03-22,92,212,"Rp. 42.275,65","2.822,72","Rp. 5.000.000,00"
1578,2024-03-25,93,172,"Rp. 8.955,27","2.469,34",7500000
1579,2024-03-22,94,78,28659.65,2297.41,"Rp. 5.000.000,00"
1580,2024-03-23,95,85,"34.964,05","1.937,84","Rp. 10.000.000,00"
1581,2024-03-24,96,39,"Rp. 8.118,38","848,87","Rp. 7.500.000,00"
1582,2024-03-22,97,325,"Rp. 271,31","136,95",1500000
1583,2024-03-23,98,158,"165.681,83",2535.63,"Rp. 5.000.000,00"
1584,2024-03-21,99,288,"398,08",69.88,"Rp. 2.500.000,00"
1585,22/03/2024,100,14,24438.7,,"Rp. 7.500.000,00"
1586,2024-03-24,101,202,"12.156,03",2503.95,"Rp. 7.500.000,00"
1587,2024-03-21,102,293,"Rp. 611,65","20,10","Rp. 2.500.000,00"
1588,2024-03-21,103,319,367.03,"53,89","Rp. 3.500.000,00"
1589,2024-03-20,104,236,"31.025,26",1562.31,"Rp. 10.000.000,00"
1590,2024-03-23,105,65,"42.532,75",Tanpa Catatan,"Rp. 7.500.000,00"
1591,2024-03-25,106,34,"17.803,34",1252.98,"Rp. 7.500.000,00"
1592,25/03/2024,107,1,"42.682,63",948.01,"Rp. 10.000.000,00"
1593,2024-03-24,108,252,"Rp. 787,59","128,02","Rp. 1.500.000,00"
